datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,hour,dataset
2011-07-17 07:00:00,3.0,0.0,0.0,1.0,26.24,30.305,73.0,11.0014,20.0,30.0,50.0,1.0,7.0,17.0,7.0,train
2011-07-17 08:00:00,3.0,0.0,0.0,1.0,27.88,31.82,65.0,15.0013,45.0,73.0,118.0,1.0,7.0,17.0,8.0,train
2011-07-17 09:00:00,3.0,0.0,0.0,1.0,29.52,33.335,58.0,15.0013,74.0,110.0,184.0,1.0,7.0,17.0,9.0,train
2011-07-17 10:00:00,3.0,0.0,0.0,1.0,30.34,34.09,60.0,15.0013,127.0,177.0,304.0,1.0,7.0,17.0,10.0,train
2011-07-17 11:00:00,3.0,0.0,0.0,1.0,31.16,34.85,55.0,19.0012,147.0,244.0,391.0,1.0,7.0,17.0,11.0,train
2011-07-17 12:00:00,3.0,0.0,0.0,1.0,31.16,34.85,55.0,19.0012,177.0,243.0,420.0,1.0,7.0,17.0,12.0,train
2011-07-17 13:00:00,3.0,0.0,0.0,1.0,32.8,37.12,49.0,19.9995,188.60648638880994,272.0,472.0,1.0,7.0,17.0,13.0,train
2011-07-17 14:00:00,3.0,0.0,0.0,1.0,32.8,37.12,49.0,23.9994,168.0,262.0,430.0,1.0,7.0,17.0,14.0,train
2011-07-17 15:00:00,3.0,0.0,0.0,1.0,33.62,37.12,43.0,19.9995,129.0,195.0,324.0,1.0,7.0,17.0,15.0,train
2011-07-17 16:00:00,3.0,0.0,0.0,1.0,32.8,36.365,46.0,19.9995,129.0,188.0,317.0,1.0,7.0,17.0,16.0,train
2011-07-17 17:00:00,3.0,0.0,0.0,1.0,32.8,37.12,49.0,26.0027,133.0,236.0,369.0,1.0,7.0,17.0,17.0,train
2011-07-17 18:00:00,3.0,0.0,0.0,1.0,32.8,36.365,46.0,19.9995,147.0,243.0,390.0,1.0,7.0,17.0,18.0,train
2011-07-17 19:00:00,3.0,0.0,0.0,1.0,31.16,34.85,55.0,19.0012,145.0,234.0,379.0,1.0,7.0,17.0,19.0,train
2011-07-17 20:00:00,3.0,0.0,0.0,1.0,31.16,35.605,58.0,16.9979,85.0,177.0,262.0,1.0,7.0,17.0,20.0,train
2011-07-17 21:00:00,3.0,0.0,0.0,1.0,30.34,34.09,62.0,15.0013,59.0,148.0,207.0,1.0,7.0,17.0,21.0,train
2011-07-17 22:00:00,3.0,0.0,0.0,1.0,29.52,34.09,66.0,15.0013,65.0,116.0,181.0,1.0,7.0,17.0,22.0,train
2011-07-17 23:00:00,3.0,0.0,0.0,1.0,28.7,33.335,74.0,8.9981,39.0,54.0,93.0,1.0,7.0,17.0,23.0,train
2011-07-18 00:00:00,3.0,0.0,1.0,1.0,28.7,33.335,74.0,8.9981,21.0,30.0,51.0,1.0,7.0,18.0,0.0,train
2011-07-18 01:00:00,3.0,0.0,1.0,1.0,28.7,33.335,74.0,15.0013,17.0,8.0,25.0,1.0,7.0,18.0,1.0,train
2011-07-18 02:00:00,3.0,0.0,1.0,1.0,27.06,30.305,83.0,15.0013,2.0,8.0,10.0,1.0,7.0,18.0,2.0,train
2011-07-18 03:00:00,3.0,0.0,1.0,1.0,27.06,30.305,78.0,12.998,3.0,4.0,7.0,1.0,7.0,18.0,3.0,train
2011-07-18 04:00:00,3.0,0.0,1.0,1.0,26.24,29.545,78.0,11.0014,1.0,3.0,4.0,1.0,7.0,18.0,4.0,train
2011-07-18 05:00:00,3.0,0.0,1.0,1.0,26.24,29.545,78.0,7.0015,2.0,15.0,17.0,1.0,7.0,18.0,5.0,train
2011-07-18 06:00:00,3.0,0.0,1.0,1.0,26.24,28.79,83.0,7.0015,10.0,95.0,105.0,1.0,7.0,18.0,6.0,train
2011-07-18 07:00:00,3.0,0.0,1.0,1.0,27.88,31.82,74.0,15.0013,22.0,255.0,277.0,1.0,7.0,18.0,7.0,train
2011-07-18 08:00:00,3.0,0.0,1.0,1.0,28.7,32.575,70.0,12.998,18.0,329.0,347.0,1.0,7.0,18.0,8.0,train
2011-07-18 09:00:00,3.0,0.0,1.0,1.0,30.34,34.85,67.0,15.0013,33.0,170.0,203.0,1.0,7.0,18.0,9.0,train
2011-07-18 10:00:00,3.0,0.0,1.0,1.0,31.16,35.605,62.0,12.998,52.0,78.0,130.0,1.0,7.0,18.0,10.0,train
2011-07-18 11:00:00,3.0,0.0,1.0,1.0,32.8,37.88,55.0,6.0032,42.0,99.0,141.0,1.0,7.0,18.0,11.0,train
2011-07-18 12:00:00,3.0,0.0,1.0,1.0,32.8,38.635,59.0,12.998,39.0,126.0,165.0,1.0,7.0,18.0,12.0,train
2011-07-18 13:00:00,3.0,0.0,1.0,1.0,33.62,39.395,56.0,16.9979,27.0,125.0,152.0,1.0,7.0,18.0,13.0,train
2011-07-18 14:00:00,3.0,0.0,1.0,1.0,33.62,39.395,56.0,22.0028,32.0,106.0,138.0,1.0,7.0,18.0,14.0,train
2011-07-18 15:00:00,3.0,0.0,1.0,1.0,34.44,40.15,53.0,22.0028,53.0,111.0,164.0,1.0,7.0,18.0,15.0,train
2011-07-18 16:00:00,3.0,0.0,1.0,1.0,34.44,40.15,53.0,19.0012,45.0,220.0,265.0,1.0,7.0,18.0,16.0,train
2011-07-18 17:00:00,3.0,0.0,1.0,1.0,34.44,39.395,49.0,22.0028,72.0,473.0,545.0,1.0,7.0,18.0,17.0,train
2011-07-18 18:00:00,3.0,0.0,1.0,1.0,33.62,38.635,49.0,23.9994,80.0,478.0,558.0,1.0,7.0,18.0,18.0,train
2011-07-18 19:00:00,3.0,0.0,1.0,1.0,32.8,37.88,55.0,15.0013,63.0,335.0,398.0,1.0,7.0,18.0,19.0,train
2011-07-18 20:00:00,3.0,0.0,1.0,1.0,31.98,37.12,59.0,15.0013,91.0,232.0,323.0,1.0,7.0,18.0,20.0,train
2011-07-18 21:00:00,3.0,0.0,1.0,1.0,30.34,34.85,66.0,12.998,48.0,154.0,202.0,1.0,7.0,18.0,21.0,train
2011-07-18 22:00:00,3.0,0.0,1.0,1.0,31.16,36.365,66.0,15.0013,36.0,104.0,140.0,1.0,7.0,18.0,22.0,train
2011-07-18 23:00:00,3.0,0.0,1.0,1.0,30.34,34.85,66.0,11.0014,32.0,59.0,91.0,1.0,7.0,18.0,23.0,train
2011-07-19 00:00:00,3.0,0.0,1.0,1.0,30.34,34.85,66.0,7.0015,25.0,26.0,51.0,1.0,7.0,19.0,0.0,train
2011-07-19 01:00:00,3.0,0.0,1.0,2.0,30.34,34.85,66.0,8.9981,7.0,6.0,13.0,1.0,7.0,19.0,1.0,train
2011-07-19 02:00:00,3.0,0.0,1.0,1.0,29.52,34.09,70.0,11.0014,9.0,4.0,13.0,1.0,7.0,19.0,2.0,train
2011-07-19 03:00:00,3.0,0.0,1.0,1.0,29.52,34.09,70.0,11.0014,2.0,1.0,3.0,1.0,7.0,19.0,3.0,train
2011-07-19 04:00:00,3.0,0.0,1.0,1.0,29.52,34.09,70.0,8.9981,1.0,4.0,5.0,1.0,7.0,19.0,4.0,train
2011-07-19 05:00:00,3.0,0.0,1.0,2.0,28.7,33.335,74.0,7.0015,0.0,19.0,19.0,1.0,7.0,19.0,5.0,train
2011-07-19 06:00:00,3.0,0.0,1.0,2.0,29.52,34.85,74.0,7.0015,8.0,126.0,134.0,1.0,7.0,19.0,6.0,train
2011-07-19 07:00:00,3.0,0.0,1.0,2.0,30.34,34.85,70.0,11.0014,28.0,287.0,315.0,1.0,7.0,19.0,7.0,train
2011-07-19 08:00:00,3.0,0.0,1.0,2.0,31.16,36.365,70.0,11.0014,31.0,381.0,412.0,1.0,7.0,19.0,8.0,train
2011-07-19 09:00:00,3.0,0.0,1.0,2.0,32.8,39.395,63.0,8.9981,22.0,177.0,199.0,1.0,7.0,19.0,9.0,train
2011-07-19 10:00:00,3.0,0.0,1.0,2.0,33.62,39.395,56.0,11.0014,29.0,112.0,141.0,1.0,7.0,19.0,10.0,train
2011-07-19 11:00:00,3.0,0.0,1.0,1.0,33.62,40.15,59.0,7.652075488844339,29.0,98.0,127.0,1.0,7.0,19.0,11.0,train
2011-07-19 12:00:00,3.0,0.0,1.0,1.0,34.44,40.91,56.0,6.0032,26.0,127.0,153.0,1.0,7.0,19.0,12.0,train
2011-07-19 13:00:00,3.0,0.0,1.0,1.0,35.26,41.665,53.0,7.0015,33.0,139.0,172.0,1.0,7.0,19.0,13.0,train
2011-07-19 14:00:00,3.0,0.0,1.0,1.0,35.26,40.91,50.0,12.998,41.0,111.0,152.0,1.0,7.0,19.0,14.0,train
2011-07-19 15:00:00,3.0,0.0,1.0,1.0,36.08,40.91,44.0,12.998,48.0,110.0,158.0,1.0,7.0,19.0,15.0,train
2011-07-19 16:00:00,3.0,0.0,1.0,1.0,36.9,42.425,42.0,19.9995,61.0,216.0,277.0,1.0,7.0,19.0,16.0,train
2011-07-19 17:00:00,3.0,0.0,1.0,1.0,32.8,40.15,66.0,15.070410411068952,68.0,445.0,513.0,1.0,7.0,19.0,17.0,train
2011-07-19 18:00:00,3.0,0.0,1.0,1.0,32.8,40.15,66.0,8.9981,80.0,450.0,530.0,1.0,7.0,19.0,18.0,train
2011-07-19 19:00:00,3.0,0.0,1.0,1.0,31.16,37.12,75.0,12.998,54.0,334.0,388.0,1.0,7.0,19.0,19.0,train
2011-07-19 20:00:00,3.0,0.0,1.0,1.0,30.34,36.365,74.0,6.0032,48.0,229.0,277.0,1.0,7.0,19.0,20.0,train
2011-07-19 21:00:00,3.0,0.0,1.0,1.0,30.34,35.605,74.0,8.9981,47.0,194.0,241.0,1.0,7.0,19.0,21.0,train
2011-07-19 22:00:00,3.0,0.0,1.0,1.0,30.34,35.605,74.0,10.108585234729643,36.0,120.0,156.0,1.0,7.0,19.0,22.0,train
2011-07-19 23:00:00,3.0,0.0,1.0,3.0,29.52,34.85,79.0,11.0014,19.0,73.0,92.0,1.0,7.0,19.0,23.0,train
2011-08-01 00:00:00,3.0,0.0,1.0,1.0,29.52,34.09,70.0,15.0013,7.0,22.0,29.0,1.0,8.0,1.0,0.0,train
2011-08-01 01:00:00,3.0,0.0,1.0,1.0,29.52,34.85,74.0,12.998,5.0,12.0,17.0,1.0,8.0,1.0,1.0,train
2011-08-01 02:00:00,3.0,0.0,1.0,1.0,28.7,33.335,74.0,7.0015,4.0,7.0,11.0,1.0,8.0,1.0,2.0,train
2011-08-01 03:00:00,3.0,0.0,1.0,1.0,28.7,33.335,79.0,11.0014,0.0,4.0,4.0,1.0,8.0,1.0,3.0,train
2011-08-01 04:00:00,3.0,0.0,1.0,1.0,27.06,30.305,83.0,8.9981,2.0,2.0,4.0,1.0,8.0,1.0,4.0,train
2011-08-01 05:00:00,3.0,0.0,1.0,1.0,27.06,30.305,83.0,7.0015,2.0,24.0,26.0,1.0,8.0,1.0,5.0,train
2011-08-01 06:00:00,3.0,0.0,1.0,1.0,27.06,30.305,83.0,6.0032,3.0,97.0,100.0,1.0,8.0,1.0,6.0,train
2011-08-01 07:00:00,3.0,0.0,1.0,1.0,30.34,34.09,62.0,7.994489995963646,24.0,258.0,282.0,1.0,8.0,1.0,7.0,train
2011-08-01 08:00:00,3.0,0.0,1.0,1.0,32.8,36.365,43.0,12.998,35.0,347.0,382.0,1.0,8.0,1.0,8.0,train
2011-08-01 09:00:00,3.0,0.0,1.0,1.0,33.62,37.12,41.0,12.77554159652231,27.0,139.0,166.0,1.0,8.0,1.0,9.0,train
2011-08-01 10:00:00,3.0,0.0,1.0,1.0,35.26,37.88,36.0,11.0014,27.0,70.0,97.0,1.0,8.0,1.0,10.0,train
2011-08-01 11:00:00,3.0,0.0,1.0,1.0,36.08,38.635,32.0,11.0014,53.0,66.0,119.0,1.0,8.0,1.0,11.0,train
2011-08-01 12:00:00,3.0,0.0,1.0,1.0,36.9,40.15,33.0,16.9979,53.0,115.0,168.0,1.0,8.0,1.0,12.0,train
2011-08-01 13:00:00,3.0,0.0,1.0,1.0,36.9,40.15,31.0,19.9995,38.0,112.0,150.0,1.0,8.0,1.0,13.0,train
2011-08-01 14:00:00,3.0,0.0,1.0,1.0,37.72,40.91,29.0,12.998,37.0,86.0,123.0,1.0,8.0,1.0,14.0,train
2011-08-01 15:00:00,3.0,0.0,1.0,1.0,36.9,39.395,27.0,13.222025969786262,52.0,77.0,129.0,1.0,8.0,1.0,15.0,train
2011-08-01 16:00:00,3.0,0.0,1.0,1.0,36.9,39.395,27.0,18.942601338549807,34.0,197.0,231.0,1.0,8.0,1.0,16.0,train
2011-08-01 17:00:00,3.0,0.0,1.0,1.0,31.16,34.09,45.0,19.9995,69.0,445.0,514.0,1.0,8.0,1.0,17.0,train
2011-08-01 18:00:00,3.0,0.0,1.0,1.0,31.98,34.85,43.0,12.998,68.0,475.0,543.0,1.0,8.0,1.0,18.0,train
2011-08-01 19:00:00,3.0,0.0,1.0,1.0,30.34,33.335,51.0,15.0013,63.0,350.0,413.0,1.0,8.0,1.0,19.0,train
2011-08-01 20:00:00,3.0,0.0,1.0,1.0,29.52,34.09,62.0,15.0013,49.0,256.0,305.0,1.0,8.0,1.0,20.0,train
2011-08-01 21:00:00,3.0,0.0,1.0,1.0,28.7,32.575,70.0,16.9979,42.0,178.0,220.0,1.0,8.0,1.0,21.0,train
2011-08-01 22:00:00,3.0,0.0,1.0,1.0,28.7,32.575,70.0,6.0032,21.0,116.0,137.0,1.0,8.0,1.0,22.0,train
2011-08-01 23:00:00,3.0,0.0,1.0,1.0,27.88,31.82,74.0,12.998,14.0,82.0,96.0,1.0,8.0,1.0,23.0,train
2011-08-02 00:00:00,3.0,0.0,1.0,1.0,27.06,31.06,74.0,10.964477839330558,11.0,18.0,29.0,1.0,8.0,2.0,0.0,train
2011-08-02 01:00:00,3.0,0.0,1.0,1.0,27.06,31.06,74.0,7.0015,4.0,8.0,12.0,1.0,8.0,2.0,1.0,train
2011-08-02 02:00:00,3.0,0.0,1.0,1.0,27.88,31.82,69.0,9.174611674934273,2.0,6.0,8.0,1.0,8.0,2.0,2.0,train
2011-08-02 03:00:00,3.0,0.0,1.0,1.0,27.06,31.06,74.0,12.998,0.0,5.0,5.0,1.0,8.0,2.0,3.0,train
2011-08-02 04:00:00,3.0,0.0,1.0,1.0,27.06,31.06,74.0,7.0015,0.0,10.0,10.0,1.0,8.0,2.0,4.0,train
2011-08-02 05:00:00,3.0,0.0,1.0,1.0,27.06,31.06,74.0,8.9981,4.0,17.0,21.0,1.0,8.0,2.0,5.0,train
2011-08-02 06:00:00,3.0,0.0,1.0,1.0,27.88,31.82,69.0,7.0015,12.0,105.0,117.0,1.0,8.0,2.0,6.0,train
2011-08-02 07:00:00,3.0,0.0,1.0,1.0,29.52,33.335,61.0,19.0012,15.0,320.0,335.0,1.0,8.0,2.0,7.0,train
2011-08-02 08:00:00,3.0,0.0,1.0,1.0,30.34,34.09,58.0,19.0012,37.0,398.0,435.0,1.0,8.0,2.0,8.0,train
2011-08-02 09:00:00,3.0,0.0,1.0,1.0,31.98,34.85,46.0,19.9995,31.0,182.0,213.0,1.0,8.0,2.0,9.0,train
2011-08-02 10:00:00,3.0,0.0,1.0,1.0,33.62,36.365,36.0,19.9995,50.0,90.0,140.0,1.0,8.0,2.0,10.0,train
2011-08-02 11:00:00,3.0,0.0,1.0,1.0,34.44,36.365,32.0,27.9993,32.0,96.0,128.0,1.0,8.0,2.0,11.0,train
2011-08-02 12:00:00,3.0,0.0,1.0,1.0,35.26,37.12,30.0,19.0012,45.0,112.0,157.0,1.0,8.0,2.0,12.0,train
2011-08-02 13:00:00,3.0,0.0,1.0,1.0,35.26,37.12,30.0,15.0013,50.0,153.0,203.0,1.0,8.0,2.0,13.0,train
2011-08-02 14:00:00,3.0,0.0,1.0,1.0,36.9,38.635,25.0,19.0012,45.0,114.0,159.0,1.0,8.0,2.0,14.0,train
2011-08-02 15:00:00,3.0,0.0,1.0,1.0,36.9,38.635,25.0,19.0012,48.0,120.0,168.0,1.0,8.0,2.0,15.0,train
2011-08-02 16:00:00,3.0,0.0,1.0,1.0,36.9,38.635,25.0,19.0012,58.0,216.0,274.0,1.0,8.0,2.0,16.0,train
2011-08-02 17:00:00,3.0,0.0,1.0,2.0,36.9,39.395,27.0,8.9981,63.0,493.0,556.0,1.0,8.0,2.0,17.0,train
2011-08-02 18:00:00,3.0,0.0,1.0,2.0,35.26,37.88,34.0,12.998,65.0,491.0,556.0,1.0,8.0,2.0,18.0,train
2011-08-02 19:00:00,3.0,0.0,1.0,2.0,35.26,37.88,36.0,15.0013,85.0,369.0,454.0,1.0,8.0,2.0,19.0,train
2011-08-02 20:00:00,3.0,0.0,1.0,2.0,33.62,37.88,46.0,16.9979,40.0,248.0,288.0,1.0,8.0,2.0,20.0,train
2011-08-02 21:00:00,3.0,0.0,1.0,1.0,32.8,37.12,52.0,15.0013,53.0,201.0,254.0,1.0,8.0,2.0,21.0,train
2011-08-02 22:00:00,3.0,0.0,1.0,2.0,31.98,37.12,59.0,11.0014,22.0,169.0,191.0,1.0,8.0,2.0,22.0,train
2011-08-02 23:00:00,3.0,0.0,1.0,2.0,32.8,37.12,49.0,11.0014,29.0,103.0,132.0,1.0,8.0,2.0,23.0,train
2011-08-03 00:00:00,3.0,0.0,1.0,2.0,32.8,37.12,49.0,11.0014,11.0,32.0,43.0,1.0,8.0,3.0,0.0,train
2011-08-03 01:00:00,3.0,0.0,1.0,2.0,31.98,35.605,52.0,11.0014,7.0,9.0,16.0,1.0,8.0,3.0,1.0,train
2011-08-03 02:00:00,3.0,0.0,1.0,2.0,31.98,35.605,49.0,11.0014,2.0,9.0,11.0,1.0,8.0,3.0,2.0,train
2011-08-03 03:00:00,3.0,0.0,1.0,2.0,31.16,34.85,55.0,6.0032,0.0,4.0,4.0,1.0,8.0,3.0,3.0,train
2011-08-03 04:00:00,3.0,0.0,1.0,2.0,31.16,34.85,52.0,11.0014,0.0,7.0,7.0,1.0,8.0,3.0,4.0,train
2011-08-03 05:00:00,3.0,0.0,1.0,2.0,31.16,34.85,55.0,6.0032,2.0,22.0,24.0,1.0,8.0,3.0,5.0,train
2011-08-03 06:00:00,3.0,0.0,1.0,3.0,29.52,34.09,66.0,32.9975,9.0,101.0,110.0,1.0,8.0,3.0,6.0,train
2011-08-03 07:00:00,3.0,0.0,1.0,2.0,30.34,33.335,51.0,15.0013,19.0,252.0,271.0,1.0,8.0,3.0,7.0,train
2011-08-03 08:00:00,3.0,0.0,1.0,2.0,30.34,33.335,51.0,11.0014,29.0,408.0,437.0,1.0,8.0,3.0,8.0,train
2011-08-03 09:00:00,3.0,0.0,1.0,2.0,30.34,34.09,55.0,12.998,23.0,172.0,195.0,1.0,8.0,3.0,9.0,train
2011-08-03 10:00:00,3.0,0.0,1.0,3.0,30.34,34.09,58.0,6.0032,9.0,59.0,68.0,1.0,8.0,3.0,10.0,train
2011-08-03 11:00:00,3.0,0.0,1.0,2.0,30.34,34.09,58.0,7.0015,29.0,93.0,122.0,1.0,8.0,3.0,11.0,train
2011-08-03 12:00:00,3.0,0.0,1.0,3.0,31.16,34.85,55.0,8.9981,19.0,142.0,161.0,1.0,8.0,3.0,12.0,train
2011-08-03 13:00:00,3.0,0.0,1.0,2.0,31.16,35.605,58.0,15.0013,37.0,107.0,144.0,1.0,8.0,3.0,13.0,train
2011-08-03 14:00:00,3.0,0.0,1.0,2.0,31.16,35.605,58.0,15.0013,43.0,104.0,147.0,1.0,8.0,3.0,14.0,train
2011-08-03 15:00:00,3.0,0.0,1.0,2.0,28.7,33.335,79.0,8.9981,31.0,87.0,118.0,1.0,8.0,3.0,15.0,train
2011-08-03 16:00:00,3.0,0.0,1.0,3.0,27.88,31.82,79.0,4.455949631535431,21.0,129.0,150.0,1.0,8.0,3.0,16.0,train
2011-08-03 17:00:00,3.0,0.0,1.0,2.0,28.7,33.335,79.0,3.621309590785918,47.0,378.0,425.0,1.0,8.0,3.0,17.0,train
2011-08-03 18:00:00,3.0,0.0,1.0,3.0,28.7,33.335,84.0,3.73083112450302,49.0,443.0,492.0,1.0,8.0,3.0,18.0,train
2011-08-03 19:00:00,3.0,0.0,1.0,3.0,28.7,33.335,84.0,5.421176698454675,51.0,270.0,321.0,1.0,8.0,3.0,19.0,train
2011-08-03 20:00:00,3.0,0.0,1.0,3.0,28.7,33.335,84.0,7.0015,7.0,80.0,87.0,1.0,8.0,3.0,20.0,train
2011-08-03 21:00:00,3.0,0.0,1.0,2.0,27.88,31.82,89.0,8.9981,7.0,81.0,88.0,1.0,8.0,3.0,21.0,train
2011-08-03 22:00:00,3.0,0.0,1.0,3.0,27.88,31.82,89.0,7.0015,11.0,66.0,77.0,1.0,8.0,3.0,22.0,train
2011-08-03 23:00:00,3.0,0.0,1.0,2.0,27.88,31.82,89.0,6.0032,4.0,52.0,56.0,1.0,8.0,3.0,23.0,train
2011-08-04 00:00:00,3.0,0.0,1.0,2.0,27.88,31.82,89.0,6.0032,2.0,15.0,17.0,1.0,8.0,4.0,0.0,train
2011-08-04 01:00:00,3.0,0.0,1.0,2.0,27.06,29.545,94.0,6.0032,3.0,14.0,17.0,1.0,8.0,4.0,1.0,train
2011-08-04 02:00:00,3.0,0.0,1.0,2.0,27.06,29.545,94.0,6.0032,2.0,5.0,7.0,1.0,8.0,4.0,2.0,train
2011-08-04 03:00:00,3.0,0.0,1.0,3.0,27.06,29.545,94.0,6.0032,0.0,3.0,3.0,1.0,8.0,4.0,3.0,train
2011-08-04 04:00:00,3.0,0.0,1.0,2.0,27.88,31.82,89.0,10.85795582125028,0.0,7.0,7.0,1.0,8.0,4.0,4.0,train
2011-08-04 05:00:00,3.0,0.0,1.0,2.0,27.88,31.82,89.0,14.750377135010172,3.0,17.0,20.0,1.0,8.0,4.0,5.0,train
2011-08-04 06:00:00,3.0,0.0,1.0,2.0,27.88,31.82,89.0,19.9995,7.0,90.0,97.0,1.0,8.0,4.0,6.0,train
2011-08-04 07:00:00,3.0,0.0,1.0,2.0,27.88,31.82,89.0,19.9995,11.0,271.0,282.0,1.0,8.0,4.0,7.0,train
2011-08-04 08:00:00,3.0,0.0,1.0,2.0,28.7,32.575,82.0,23.9994,29.0,369.0,398.0,1.0,8.0,4.0,8.0,train
2011-08-04 09:00:00,3.0,0.0,1.0,1.0,29.52,34.85,74.0,22.0028,25.0,162.0,187.0,1.0,8.0,4.0,9.0,train
2011-08-04 10:00:00,3.0,0.0,1.0,1.0,29.52,33.335,71.0,19.9995,24.0,89.0,113.0,1.0,8.0,4.0,10.0,train
2011-08-04 11:00:00,3.0,0.0,1.0,2.0,30.34,34.85,66.0,15.0013,37.0,112.0,149.0,1.0,8.0,4.0,11.0,train
2011-08-04 12:00:00,3.0,0.0,1.0,2.0,31.16,35.605,62.0,15.0013,53.0,152.0,205.0,1.0,8.0,4.0,12.0,train
2011-08-04 13:00:00,3.0,0.0,1.0,1.0,31.16,35.605,58.0,10.59566155798475,63.0,142.0,205.0,1.0,8.0,4.0,13.0,train
2011-08-04 14:00:00,3.0,0.0,1.0,1.0,32.8,37.88,55.0,11.0014,53.0,114.0,167.0,1.0,8.0,4.0,14.0,train
2011-08-04 15:00:00,3.0,0.0,1.0,1.0,32.8,37.88,55.0,16.9979,50.0,115.0,165.0,1.0,8.0,4.0,15.0,train
2011-08-04 16:00:00,3.0,0.0,1.0,1.0,31.16,35.605,62.0,22.0028,70.0,220.0,290.0,1.0,8.0,4.0,16.0,train
2011-08-04 17:00:00,3.0,0.0,1.0,1.0,31.16,35.605,62.0,22.0028,91.0,464.0,555.0,1.0,8.0,4.0,17.0,train
2011-08-04 18:00:00,3.0,0.0,1.0,1.0,28.7,33.335,74.0,19.9995,88.0,435.0,523.0,1.0,8.0,4.0,18.0,train
2011-08-04 19:00:00,3.0,0.0,1.0,1.0,28.7,33.335,74.0,19.0012,65.0,301.0,366.0,1.0,8.0,4.0,19.0,train
2011-08-04 20:00:00,3.0,0.0,1.0,2.0,28.7,33.335,74.0,12.998,41.0,245.0,286.0,1.0,8.0,4.0,20.0,train
2011-08-04 21:00:00,3.0,0.0,1.0,2.0,28.7,33.335,74.0,12.998,25.0,186.0,211.0,1.0,8.0,4.0,21.0,train
2011-08-04 22:00:00,3.0,0.0,1.0,1.0,27.88,31.82,74.0,12.998,33.0,141.0,174.0,1.0,8.0,4.0,22.0,train
2011-08-04 23:00:00,3.0,0.0,1.0,1.0,27.06,31.06,74.0,7.0015,24.0,108.0,132.0,1.0,8.0,4.0,23.0,train
2011-05-20 00:00:00,2.0,0.0,1.0,1.0,19.13333333333335,22.978333333333335,96.0,7.6051032115696096,,,,1.0,5.0,20.0,0.0,test
2011-05-20 01:00:00,2.0,0.0,1.0,1.0,18.586666666666684,22.47333333333334,98.0,5.762001551338877,,,,1.0,5.0,20.0,1.0,test
2011-05-20 02:00:00,2.0,0.0,1.0,1.0,18.31333333333335,22.221666666666668,100.0,5.872410720855432,,,,1.0,5.0,20.0,2.0,test
2011-05-20 03:00:00,2.0,0.0,1.0,1.0,18.04,21.97,98.0,6.113609169516564,,,,1.0,5.0,20.0,3.0,test
2011-05-20 04:00:00,2.0,0.0,1.0,1.0,18.04,21.97,96.0,6.44637583618323,,,,1.0,5.0,20.0,4.0,test
2011-05-20 05:00:00,2.0,0.0,1.0,1.0,18.31333333333335,22.221666666666668,92.0,6.668733333333343,,,,1.0,5.0,20.0,5.0,test
2011-05-20 06:00:00,2.0,0.0,1.0,1.0,19.13333333333335,22.978333333333335,86.33333333333333,8.33480000000001,,,,1.0,5.0,20.0,6.0,test
2011-05-20 07:00:00,2.0,0.0,1.0,1.0,20.500000000000018,24.24166666666667,77.66666666666667,10.509200062754548,,,,1.0,5.0,20.0,7.0,test
2011-05-20 08:00:00,2.0,0.0,1.0,1.0,21.59333333333335,25.253333333333334,71.0,13.175800062754547,,,,1.0,5.0,20.0,8.0,test
2011-05-20 09:00:00,2.0,0.0,1.0,1.0,22.413333333333355,26.01166666666667,66.66666666666667,13.841333396087881,,,,1.0,5.0,20.0,9.0,test
2011-05-20 10:00:00,2.0,0.0,1.0,1.0,22.96000000000002,26.51666666666667,64.0,13.665766666666675,,,,1.0,5.0,20.0,10.0,test
2011-05-20 11:00:00,2.0,0.0,1.0,2.0,23.78000000000002,28.28333333333333,60.0,14.331300000000008,,,,1.0,5.0,20.0,11.0,test
2011-05-20 12:00:00,2.0,0.0,1.0,2.0,24.326666666666682,29.798333333333332,57.333333333333336,16.332366666666676,,,,1.0,5.0,20.0,12.0,test
2011-05-20 13:00:00,2.0,0.0,1.0,3.0,24.873333333333353,31.06,55.0,17.00013333333334,,,,1.0,5.0,20.0,13.0,test
2011-05-20 14:00:00,2.0,0.0,1.0,1.0,24.873333333333353,31.06,55.0,15.666833333333342,,,,1.0,5.0,20.0,14.0,test
2011-05-20 15:00:00,2.0,0.0,1.0,2.0,24.873333333333353,31.06,54.0,13.000233333333343,,,,1.0,5.0,20.0,15.0,test
2011-05-20 16:00:00,2.0,0.0,1.0,2.0,24.873333333333353,31.06,54.0,11.606819321908352,,,,1.0,5.0,20.0,16.0,test
2011-05-20 17:00:00,2.0,0.0,1.0,1.0,24.873333333333353,31.06,54.0,10.94128598857502,,,,1.0,5.0,20.0,17.0,test
2011-05-20 18:00:00,2.0,0.0,1.0,1.0,24.60000000000002,29.798333333333336,57.666666666666664,9.275219321908352,,,,1.0,5.0,20.0,18.0,test
2011-05-20 19:00:00,2.0,0.0,1.0,1.0,24.053333333333352,28.536666666666665,61.333333333333336,8.002033333333344,,,,1.0,5.0,20.0,19.0,test
2011-05-20 20:00:00,2.0,0.0,1.0,1.0,23.50666666666669,27.021666666666665,64.0,6.668733333333343,,,,1.0,5.0,20.0,20.0,test
